Account Statement for * (Virtual Account) since 6/21/22 through 6/21/22

Cash Balance
DATE,TIME,TYPE,REF #,DESCRIPTION,Misc Fees,Commissions & Fees,AMOUNT,BALANCE
,,,,TOTAL,,,,

Futures Statements
Trade Date,Exec Date,Exec Time,Type,Ref #,Description,Misc Fees,Commissions & Fees,Amount,Balance

Forex Statements
,Date,Time,Type,Ref #,Description,Commissions & Fees,Amount,Amount(USD),Balance

 
Total Cash **************


Account Order History
Notes,,Time Placed,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,PRICE,,TIF,Status
,,6/21/22 10:08:54,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,168.41,LMT,DAY,CANCELED
,,6/21/22 10:08:49,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,~,MKT,DAY,CANCELED
,,,,,,,,,,,170.22,STP,STD,
,,6/21/22 10:08:41,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,~,MKT,DAY,FILLED
,,6/21/22 10:06:32,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,~,MKT,DAY,FILLED
,,6/21/22 09:58:07,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,"REJECTED: Your buying power will be below zero ($1,169.00) if this order is accepted."
,,6/21/22 09:58:07,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,"REJECTED: Your buying power will be below zero ($1,169.00) if this order is accepted."
,,6/21/22 09:58:07,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,"REJECTED: Your buying power will be below zero ($1,169.00) if this order is accepted."
,,6/21/22 09:58:07,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,"REJECTED: Your buying power will be below zero ($1,169.00) if this order is accepted."
,,6/21/22 09:58:07,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,"REJECTED: Your buying power will be below zero ($1,169.00) if this order is accepted."
,,6/21/22 09:58:06,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,"REJECTED: Your buying power will be below zero ($1,174.50) if this order is accepted."
,,6/21/22 09:58:06,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,"REJECTED: Your buying power will be below zero ($1,174.50) if this order is accepted."
,,6/21/22 09:58:06,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,"REJECTED: Your buying power will be below zero ($1,180.00) if this order is accepted."
,,6/21/22 09:58:06,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,"REJECTED: Your buying power will be below zero ($1,246.00) if this order is accepted."
,,6/21/22 09:58:04,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,"REJECTED: Your buying power will be below zero ($1,158.00) if this order is accepted."
,,6/21/22 09:58:01,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,"REJECTED: Your buying power will be below zero ($1,136.00) if this order is accepted."
,,6/21/22 09:57:44,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,FILLED
,,6/21/22 09:55:17,STOCK,BUY,+400,AUTO,NVDA,,,STOCK,~,MKT,DAY,CANCELED
,,,,,,,,,,,168.49,STP,STD,
,,6/21/22 09:54:49,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,FILLED
,,6/21/22 09:54:14,STOCK,BUY,+100,AUTO,NVDA,,,STOCK,~,MKT,DAY,CANCELED
,,,RE #2146483873,,,,,,,,168.00,STP,STD,
,,6/21/22 09:53:36,STOCK,BUY,+100,AUTO,NVDA,,,STOCK,~,MKT,DAY,CANCELED
,,,RE #2146483873,,,,,,,,167.91,STP,STD,
,,6/21/22 09:51:38,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,FILLED
,,6/21/22 09:50:54,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,FILLED
,,6/21/22 09:49:40,STOCK,BUY,+100,AUTO,NVDA,,,STOCK,~,MKT,DAY,CANCELED
,,,,,,,,,,,167.83,STP,STD,
,,6/21/22 09:49:27,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,FILLED
,,6/21/22 09:45:16,STOCK,BUY,+100,AUTO,NVDA,,,STOCK,~,MKT,DAY,FILLED
,,,,,,,,,,,165.84,STP,STD,
,,6/21/22 09:44:58,STOCK,BUY,+100,AUTO,NVDA,,,STOCK,~,MKT,DAY,CANCELED
,,,,,,,,,,,167.08,STP,STD,
,,6/21/22 09:44:47,STOCK,BUY,+100,AUTO,NVDA,,,STOCK,166.60,LMT,DAY,FILLED
,,6/21/22 09:42:40,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,167.19,LMT,DAY,FILLED
,,6/21/22 09:42:35,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,FILLED
,,6/21/22 09:40:55,STOCK,BUY,+300,AUTO,NVDA,,,STOCK,166.81,LMT,DAY,FILLED
,,6/21/22 09:40:38,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,FILLED
,,6/21/22 09:38:20,STOCK,BUY,+100,AUTO,NVDA,,,STOCK,165.53,LMT,DAY,CANCELED
,,6/21/22 09:38:19,STOCK,BUY,+100,AUTO,NVDA,,,STOCK,165.53,LMT,DAY,CANCELED
,,6/21/22 09:35:18,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,FILLED
,,6/21/22 09:34:56,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,~,MKT,DAY,FILLED

Account Trade History
,Exec Time,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,Price,Net Price,Order Type
,6/21/22 15:23:42,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,166.39,166.39,STP
,6/21/22 15:05:23,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,166.88,166.88,MKT
,6/21/22 14:50:03,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,166.81,166.81,STP
,6/21/22 14:48:09,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,167.05,167.05,MKT
,6/21/22 14:47:54,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,166.97,166.97,LMT
,6/21/22 14:40:42,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,167.10,167.10,MKT
,6/21/22 14:40:07,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,166.60,166.60,LMT
,6/21/22 14:28:27,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,166.96,166.96,MKT
,6/21/22 14:15:28,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,167.01,167.01,LMT
,6/21/22 14:14:24,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,167.00,167.00,MKT
,6/21/22 14:10:34,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,167.31,167.31,LMT
,6/21/22 14:09:47,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,167.19,167.19,MKT
,6/21/22 14:07:59,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,167.33,167.33,LMT
,6/21/22 14:07:48,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,167.39,167.39,MKT
,6/21/22 14:07:34,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,167.36,167.36,LMT
,6/21/22 14:07:10,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,167.30,167.30,MKT
,6/21/22 14:07:02,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,167.18,167.18,LMT
,6/21/22 14:06:43,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,167.38,167.38,MKT
,6/21/22 13:55:30,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,167.95,167.95,MKT
,6/21/22 13:40:38,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,168.27,168.27,MKT
,6/21/22 13:40:34,STOCK,SELL,-200,AUTO,NVDA,,,STOCK,168.33,168.33,MKT
,6/21/22 13:40:20,STOCK,SELL,-200,AUTO,NVDA,,,STOCK,168.25,168.25,MKT
,6/21/22 13:21:15,STOCK,BUY,+200,AUTO,NVDA,,,STOCK,168.54,168.54,LMT
,6/21/22 13:20:03,STOCK,BUY,+300,AUTO,NVDA,,,STOCK,168.87,168.87,MKT
,6/21/22 13:15:57,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,169.03,169.03,MKT
,6/21/22 13:07:44,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,168.51,168.51,LMT
,6/21/22 13:06:32,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,168.46,168.46,MKT
,6/21/22 12:58:16,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,168.82,168.82,MKT
,6/21/22 12:58:13,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,168.82,168.82,MKT
,6/21/22 12:55:33,STOCK,SELL,-300,AUTO,NVDA,,,STOCK,168.74,168.74,MKT
,6/21/22 12:45:55,STOCK,BUY,+1000,AUTO,NVDA,,,STOCK,168.32,168.32,MKT
,6/21/22 12:40:35,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,168.44,168.44,MKT
,6/21/22 12:40:18,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,168.38,168.38,MKT
,6/21/22 12:16:56,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,167.93,167.93,MKT
,6/21/22 12:15:52,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,167.89,167.89,STP
,6/21/22 12:08:59,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,167.17,167.17,MKT
,6/21/22 12:08:49,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,167.25,167.25,STP
,6/21/22 12:06:01,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,167.65,167.65,MKT
,6/21/22 12:04:55,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,167.74,167.74,LMT
,6/21/22 12:04:45,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,167.63,167.63,MKT
,6/21/22 12:04:02,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,167.70,167.70,LMT
,6/21/22 12:01:51,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,167.90,167.90,MKT
,6/21/22 12:01:11,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,167.82,167.82,LMT
,6/21/22 11:59:27,STOCK,BUY,+1000,AUTO,NVDA,,,STOCK,167.75,167.75,MKT
,6/21/22 11:57:42,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,168.09,168.09,LMT
,6/21/22 11:56:07,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,168.02,168.02,STP
,6/21/22 11:53:07,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,168.04,168.04,STP
,6/21/22 11:53:07,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,168.04,168.04,STP
,6/21/22 11:51:48,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,168.31,168.31,MKT
,6/21/22 11:50:27,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,168.51,168.51,LMT
,6/21/22 11:48:38,STOCK,BUY,+100,AUTO,NVDA,,,STOCK,168.21,168.21,MKT
,6/21/22 11:47:59,STOCK,BUY,+300,AUTO,NVDA,,,STOCK,168.48,168.48,MKT
,6/21/22 11:45:59,STOCK,BUY,+100,AUTO,NVDA,,,STOCK,168.38,168.38,MKT
,6/21/22 11:40:54,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,169.00,169.00,MKT
,6/21/22 11:26:03,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,169.32,169.32,MKT
,6/21/22 11:23:24,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,169.43,169.43,LMT
,6/21/22 11:15:16,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,169.53,169.53,MKT
,6/21/22 11:10:49,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,169.66,169.66,MKT
,6/21/22 11:10:16,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,169.51,169.51,MKT
,6/21/22 11:09:56,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,169.39,169.39,LMT
,6/21/22 11:09:10,STOCK,BUY,+1000,AUTO,NVDA,,,STOCK,169.23,169.23,MKT
,6/21/22 10:56:33,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,169.24,169.24,MKT
,6/21/22 10:50:18,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,169.46,169.46,STP
,6/21/22 10:47:07,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,169.12,169.12,MKT
,6/21/22 10:42:55,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,169.29,169.29,STP
,6/21/22 10:31:51,STOCK,SELL,-1000,AUTO,NVDA,,,STOCK,168.45,168.45,MKT
,6/21/22 10:28:48,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,168.56,168.56,MKT
,6/21/22 10:16:57,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,168.50,168.50,MKT
,6/21/22 10:08:41,STOCK,SELL,-500,AUTO,NVDA,,,STOCK,169.16,169.16,MKT
,6/21/22 10:06:32,STOCK,BUY,+500,AUTO,NVDA,,,STOCK,169.56,169.56,MKT
,6/21/22 09:57:44,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,168.12,168.12,MKT
,6/21/22 09:54:49,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,167.83,167.83,MKT
,6/21/22 09:51:38,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,166.99,166.99,MKT
,6/21/22 09:50:54,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,166.92,166.92,MKT
,6/21/22 09:49:27,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,166.12,166.12,MKT
,6/21/22 09:45:17,STOCK,BUY,+100,AUTO,NVDA,,,STOCK,165.84,165.84,STP
,6/21/22 09:44:48,STOCK,BUY,+100,AUTO,NVDA,,,STOCK,166.57,166.57,LMT
,6/21/22 09:43:11,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,167.20,167.20,LMT
,6/21/22 09:42:35,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,166.92,166.92,MKT
,6/21/22 09:40:58,STOCK,BUY,+300,AUTO,NVDA,,,STOCK,166.79,166.79,LMT
,6/21/22 09:40:38,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,167.18,167.18,MKT
,6/21/22 09:35:18,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,167.32,167.32,MKT
,6/21/22 09:34:56,STOCK,SELL,-100,AUTO,NVDA,,,STOCK,166.80,166.80,MKT

Profits and Losses
Symbol,Description,P/L Open,P/L %,P/L Day,P/L YTD,P/L Diff,Margin Req,Close Value
NVDA,NVIDIA CORP COM,$0.00,0.00%,$99.00,$99.00,$0.00,$0.00,$0.00
,OVERALL TOTALS,$0.00,0.00%,$99.00,$99.00,$0.00,$0.00,$0.00

Forex Account Summary
Forex Cash,**************
Forex Unrealized P/L,**************
Forex Floating P/L,**************
Forex Equity,**************
Forex Margin,**************
Forex Buying Power,**************
Forex Risk Level,**************
Forex Commissions YTD,**************

Account Summary
Net Liquidating Value,**************
Stock Buying Power,**************
Option Buying Power,**************
Equity Commissions & Fees YTD,**************
Futures Commissions & Fees YTD,**************
Total Commissions & Fees YTD,**************
